2018,HumanEdge,,,,,,type,NaturalEdge,,,,,
Distance,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,,,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,
270,0.778364499830911,0.7461625440950279,0.7929913494870156,0.8241788702598594,0.07068136752957528,,,0.7524956034770087,0.714915414592697,0.7695606385920212,0.8085455015503019,0.08154096573741096,
280,0.7792694136996285,0.7461632759042558,0.7929919260541511,0.8241800080881712,0.07030894904904801,,,0.753190232768474,0.7149145188150833,0.7695635033145128,0.8085474981305888,0.08144305194170759,
290,0.7796126610102263,0.7461643788853628,0.7929935013110209,0.8241793214917689,0.06998438659522448,,,0.7531446907302614,0.7149157357884056,0.7695619454983955,0.8085464655706499,0.08126608489314815,
300,0.7805092380002421,0.7461641035124623,0.792994193218892,0.8241824466343689,0.06965344649178642,,,0.7539764374501293,0.7149134015254714,0.7695614132332275,0.8085489014925344,0.08121222413812632,
400,0.7856054683281031,0.7539778933650413,0.8008007508308082,0.8319833277972883,0.06679770343741435,,,0.7573589068153791,0.722729460314342,0.7695662671598748,0.8085546481380255,0.08031349012409864,
500,0.7890874322859613,0.761797459424376,0.8008075803985075,0.8319875958530578,0.06468497642342942,,,0.7603466963136998,0.7227272887409749,0.7773724020771091,0.8163572393334967,0.0795334281119401,
600,0.7917399450950783,0.7618008595921302,0.8008108044412521,0.8319897792399363,0.06311390848721134,,,0.7629323064624257,0.730538182499697,0.7773768578582826,0.8163621481674583,0.07896248366140197,
700,0.7937522320944159,0.7618043971188866,0.8008121715854231,0.83978188769503,0.061960569855576825,,,0.765081878768115,0.7305430875784238,0.7773794844667352,0.8163685706760051,0.07847766318627004,
800,0.7953239637496016,0.7696111005227017,0.8086124008033693,0.8397821843702958,0.061139689924969876,,,0.7669431703165335,0.7305400739153061,0.785185305204458,0.816371220719073,0.07803532010009621,
900,0.7967169059357341,0.7696120530429751,0.8086125492557495,0.8397844795490205,0.06048448701220399,,,0.768511557215743,0.730542744813488,0.7851870494778653,0.8241685723259253,0.07768231863433311,
1000,0.7979704646412549,0.7696147544934612,0.8086148641405858,0.8397869745313368,0.059948013442318225,,,0.7697944923365457,0.7383539346626673,0.7851902479119345,0.8241757597137627,0.0773947415237603,
,,,,,,,,,,,,,
2022,HumanEdge,,,,,,,NaturalEdge,,,,,
Distance,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,,,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,
10,0.708531034733142,0.6329302361862723,0.7266300050166896,0.7890342681104261,0.11321608357370125,,,0.6799261234739354,0.6016735312947835,0.7110446585546312,0.7890431266725929,0.1363418963788935,
20,0.7295185356401639,0.6642124560133742,0.7422750932695515,0.8046292085944564,0.10302921628572043,,,0.7118066456214065,0.6485833824000842,0.7423130356185167,0.804620763931067,0.11908108365906667,
30,0.7372861214520927,0.679865790026262,0.7579005682246112,0.804609582560432,0.0958682734267625,,,0.725010702815628,0.6798566177937652,0.7579384570791152,0.8046345919266055,0.11044564694243146,
40,0.7533337776423248,0.7111519393518055,0.7735491264699795,0.820164987304823,0.08858177522813089,,,0.739525490004607,0.6914497304151869,0.7695668298054037,0.8085814607063914,0.10325846062038789,
50,0.7619424919736544,0.7267912189717088,0.7735865239447306,0.8202100158282936,0.08553841920901444,,,0.7456815603334075,0.7111559595945526,0.7735917326073115,0.8201716099804761,0.0998269601374889,
60,0.7645362680784518,0.7268064447355671,0.7891678639146608,0.8202078239440732,0.08381068972028456,,,0.7476096835507751,0.7111621198165015,0.7735875304124298,0.8201584819774568,0.09711372140622516,
70,0.7698216350548936,0.7268243302923083,0.7891973029316375,0.8202448651207038,0.08215974441040672,,,0.7532441645148427,0.7111695211987071,0.7736098099079609,0.8201940199820323,0.09512651853596114,
80,0.7712506572191475,0.7424327254616969,0.7892032181404629,0.8202427708168387,0.08104572726392069,,,0.7538766912307111,0.711181456838896,0.7736019895678924,0.8201741548580567,0.09280787769111776,
90,0.7736375586651127,0.7424405373280946,0.7892206589006808,0.8357270003608096,0.08054243164552274,,,0.7554618563659198,0.7111795718870542,0.7736036720225432,0.8201908968479497,0.09249606240518178,
100,0.7762795720822361,0.7424498480945438,0.7892354041588335,0.8357427381029157,0.07965540395489557,,,0.7575707316697491,0.7227184563491691,0.7773802267621509,0.8163835571556932,0.09087213295233917,
110,0.7773564912027692,0.7424538630803049,0.7892419897520574,0.8357556005348956,0.07937006129575559,,,0.758026048744011,0.726807990485775,0.773618516230485,0.8202023120915021,0.0905748584227974,
120,0.7784994004619769,0.7424592431751467,0.7892476799662703,0.8357601176983932,0.07871840854992794,,,0.7586991183910148,0.7268121647244524,0.7736120388347731,0.8202013561407206,0.08971628224248845,
130,0.7803829974629501,0.7424660982983734,0.8048085457901237,0.8357703863747108,0.07801759108625861,,,0.7596765662318263,0.7227173529640425,0.777381948589061,0.8241809825430366,0.08928667124735884,
140,0.7811560121642075,0.7424697636353735,0.8048134140382043,0.8357747527155195,0.07774784463730688,,,0.759842715182366,0.7268094686678765,0.7736131302880725,0.8202011697711734,0.0889344836097722,
150,0.7826579049942658,0.7580823844440107,0.8048246926110729,0.8357875168580718,0.0771273694999264,,,0.7607402209549112,0.7227217867105641,0.7773839022704481,0.824182389212125,0.08863237342196,
160,0.7835198811939618,0.7580855599042832,0.804829998051578,0.8357932275421023,0.076661945196385,,,0.7610775718994441,0.7227171375539685,0.785191311445823,0.8241812589012237,0.08837249994561236,
170,0.7849155187720868,0.7580918169203277,0.8048392513813137,0.8358080619980645,0.07612053132603062,,,0.7617586989351611,0.7268168780418935,0.7891905402292997,0.8202154317855513,0.08812068501135782,
180,0.7860315737140889,0.7580960085569559,0.8048474427166261,0.835810510362904,0.07550978122105727,,,0.7620970666292974,0.7268183071931023,0.7891900556014485,0.820212248863262,0.08771186753474307,
190,0.7871836669440964,0.7580975155889661,0.8048560395215966,0.8358252417617097,0.07509944703453042,,,0.7628864956450386,0.7268165155788301,0.7891941084384739,0.8202203996067358,0.08759680452313816,
200,0.7881159255771862,0.7581048790261029,0.8048585394164568,0.835827744720219,0.07456711886393683,,,0.7632364211631646,0.726818143134113,0.7891960899454535,0.8202220349283607,0.08729393709468636,
210,0.789470996217655,0.7581067575909329,0.8048681694434301,0.8358449701279035,0.07412289242531413,,,0.7640277770194257,0.7268205040019249,0.7891964873091533,0.8202300321527272,0.0871709370112926,
220,0.7901538614582522,0.7581077445979217,0.8048741513135911,0.8358473982566017,0.07378983097752158,,,0.7644683222545249,0.7305331954807334,0.7851934795534976,0.8241886881688135,0.08683895276026458,
230,0.790958054952847,0.7581130657693351,0.8048800406241493,0.8358564542980811,0.07326910227474147,,,0.7646850011158816,0.7268263537457493,0.7892021220218386,0.8202329507530546,0.08670626687090142,
240,0.7917682010918377,0.7581163078615235,0.8048838604759325,0.8358600805204324,0.07288149988231749,,,0.7653713349950594,0.726826597903918,0.7892038578151015,0.8202375381710214,0.0864908743236242,
250,0.7925479830528054,0.7581191917416905,0.8048893872685485,0.8358656331615173,0.07243771631993626,,,0.7655310618246469,0.7268260741765956,0.7892032100377567,0.8202362380387986,0.08620030759275918,
260,0.793308472382387,0.7581209768914915,0.8048934752602237,0.8358749486251221,0.07205427366220842,,,0.765951333384506,0.7268217239282351,0.7892064294101676,0.82024138282301,0.08614977914388927,
270,0.793948088477912,0.7581233321905149,0.8048990842635968,0.8358780273319709,0.07163219049562734,,,0.7662856486221163,0.7268270069635941,0.7892058173909886,0.8202451137422828,0.08596931213758746,
280,0.7947475301413338,0.7617962481713417,0.8086412477610054,0.8398158120372832,0.07125989735696595,,,0.7667492115318698,0.726828465164001,0.7892125489030025,0.8202471293894031,0.085831684824558,
290,0.7951703985398845,0.7737460743414502,0.8049065047187818,0.8358894074035321,0.07091334031787332,,,0.766716069529145,0.7268297428253793,0.7892100178287352,0.8202453909351176,0.0857072294402445,
300,0.7961009596714028,0.769609150307166,0.8086422323605843,0.839817540219124,0.07060439510635176,,,0.7675660465926191,0.7305344851838897,0.7851963582922254,0.8241949917917204,0.08562340171736585,
400,0.801454128861536,0.7737707638189776,0.8204780423488588,0.8513117584213201,0.06761980390574977,,,0.7706238691486313,0.7424300144400396,0.7892255737828974,0.8357346033765917,0.0844697942449322,
500,0.805165156738643,0.7737860976193114,0.8205073550904796,0.8513452832665958,0.06547413787637803,,,0.7733200819351054,0.7424393740000355,0.7892383362424956,0.8357628246256974,0.08346315816305938,
600,0.8079872576233805,0.7852435397902653,0.8242647387906462,0.8476260676829829,0.0639863151779482,,,0.7757609254792189,0.7383490229022492,0.7930122597549105,0.8320041091496134,0.08264689655983633,
700,0.8101410265568452,0.7852444290701773,0.8242702376042222,0.8554031624905014,0.06276217308837359,,,0.7778070306742707,0.7461465933113424,0.800820405203026,0.8320111674980449,0.08191841827275145,
800,0.8116970181151637,0.7852467464935362,0.824274478059119,0.8554113393042551,0.062010140575415054,,,0.7795481519614587,0.7461508376041885,0.8008210101711282,0.8320143662697597,0.08135273249228975,
900,0.8129601020093083,0.7852499055441856,0.8242740585720028,0.8554143798554491,0.06142222110930094,,,0.7809973342816625,0.7424590360857729,0.8048398241986178,0.8358336068765069,0.0808801500392228,
1000,0.8138546796630605,0.785248938296582,0.8242783284594423,0.8554169606180214,0.06111420115482263,,,0.7823415791832221,0.7461481848857402,0.8008254221580045,0.8398079541588178,0.08038617024761492,
,,,,,,,,,,,,,
2023,HumanEdge,,,,,,,NaturalEdge,,,,,
Distance,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,,,NDVI_Mean,NDVI_P25,NDVI_P50,NDVI_P75,NDVI_StdDev,
10,0.7044478513694682,0.6329316145998091,0.7266176718467847,0.7890079777824479,0.11004398226100759,,,0.6790691534835084,0.6173040681462079,0.7110506023186034,0.7734194529760167,0.1328900996674662,
20,0.7226173861296379,0.6642060021597259,0.7422521893741456,0.8046201907528647,0.10256401356875869,,,0.7059665636242818,0.6485895356370469,0.7267035615368604,0.7890129890939326,0.11751445952250507,
30,0.7299782536256244,0.6798554054702716,0.74227989717083,0.8045785599295204,0.09546645473089212,,,0.7196591061290841,0.6642401948055616,0.7423216238927752,0.7890093743230043,0.10691358063760331,
40,0.7445650673235472,0.6955157415670699,0.7579065781634476,0.8046131306070863,0.08911847191384586,,,0.7339303588965834,0.6955257890932769,0.7579310704209676,0.8045548535837306,0.09948363943462114,
50,0.753496686015531,0.7111629794203886,0.7735247593393947,0.8201704662688925,0.08539608186710895,,,0.739594574028333,0.6955396182482402,0.7579419907798822,0.8045700413472769,0.09573928316927549,
60,0.7573054045529638,0.7111864551971395,0.7735378360597868,0.8201582916937306,0.08300040035849686,,,0.7421077359644563,0.6955600884656405,0.7579471840433275,0.8045537840967014,0.09277805124187348,
70,0.7612579511703234,0.7268087704045473,0.7735610338581858,0.8201783393603205,0.08192155345859534,,,0.7470103102045952,0.7070976508377744,0.7695595542665379,0.8085587732474494,0.09142339101180434,
80,0.7644371899076695,0.7268298999782132,0.7735799343067751,0.8201783099995341,0.08026072688418474,,,0.7482173049773213,0.7111972252598802,0.7735230666597535,0.8045659543304251,0.08896615081912253,
90,0.7661393025920444,0.7268316181651009,0.7891451934968529,0.820190385452706,0.07981757667772238,,,0.7492955329014143,0.7112017512179442,0.7735277280441623,0.8045750784176454,0.08861625043903452,
100,0.7689052922141191,0.7268425613975381,0.7891629976146828,0.8202007560416712,0.07891368200544674,,,0.7512367997738011,0.7112125780072347,0.773530870767893,0.8045836509352788,0.08720571674968272,
110,0.7701669037208722,0.7268489253474109,0.7891692013397974,0.8202092623634978,0.07850719390585903,,,0.7518770758412597,0.7112140221181644,0.773535022433802,0.8045810932076181,0.08683186834135848,
120,0.7716986484029843,0.7383509816497921,0.7851896664542708,0.8241858392973872,0.0778513945209323,,,0.7526431796172144,0.7112133105379801,0.7735360066501242,0.8045856677998332,0.08602448786890576,
130,0.7733233251203967,0.7424585869490389,0.7891915169619456,0.8202234225696369,0.07736786976586167,,,0.7534851605245189,0.7112166265172012,0.7735409690778035,0.8045897390889265,0.08573452398158524,
140,0.7746184210972535,0.7424672371511575,0.7891978169550197,0.8202252376557702,0.07677710943747577,,,0.7538187572342459,0.7112192667376995,0.7735414636753458,0.8045852424621042,0.08520028852553112,
150,0.7757786726115137,0.7424707126172749,0.7892082143718092,0.8202354113278805,0.07630463331506453,,,0.7544151953871102,0.7112200846977008,0.7735463812606779,0.8045945890745125,0.08503003567562196,
160,0.7772055519435134,0.7424783523187068,0.7892134309139863,0.8357107211350008,0.07572641412888013,,,0.7549253721624976,0.7149133536500852,0.7695627195243215,0.8085599024450616,0.08469977113590572,
170,0.7783101598996011,0.7461553314000277,0.7930041209455477,0.8319853841268969,0.07525940932761897,,,0.7555097508185806,0.7112262627671342,0.7735498256276803,0.8200870794949618,0.0844885784014419,
180,0.7795444713929157,0.7424877766005239,0.7892294613361482,0.8357229742078629,0.07470795536958288,,,0.7560129230274117,0.7268342847081253,0.7735521026585996,0.8200858096921917,0.08418722015578703,
190,0.7806571687123334,0.742490790397772,0.7892362816685892,0.8357315499487187,0.07424626169052426,,,0.7565671353258647,0.7268370369858469,0.7735561621882732,0.8200922306652093,0.08409625473576303,
200,0.7818942056907856,0.7581012548631567,0.7892430531198584,0.8357371202543011,0.07369348950094555,,,0.757132136154872,0.7268396837842621,0.7735577719017036,0.8200965959159932,0.08384080952325972,
210,0.7829516675527081,0.7581032979724401,0.8047768093235025,0.8357488066478959,0.07332188959677259,,,0.7577186140052893,0.7268406084149075,0.7735627832641285,0.8201027881112178,0.08369567995213191,
220,0.7838364848481701,0.7581092363558425,0.8047805560972701,0.835748851692197,0.07276214596897632,,,0.7581394021506779,0.7268390755564,0.773565655461114,0.82009873820846,0.08341275255851396,
230,0.7846060368317866,0.7581136388360357,0.8047881329389146,0.8357535154999721,0.07236804908825144,,,0.7584231440237666,0.7268426508597658,0.7735696380241246,0.8201005417882739,0.08333470921957638,
240,0.7856068281504551,0.7581192025663528,0.8047922683311418,0.8357573799077359,0.07190528195165473,,,0.7590313371621941,0.7268434294484515,0.7735679141892161,0.8201046110312392,0.08320987659582446,
250,0.7864080799196829,0.7581229114483198,0.8047954457260544,0.835761801946017,0.07138628935628107,,,0.759210377325223,0.7268435982560695,0.7735678006770865,0.820106329387333,0.08291785367069146,
260,0.7872037834656491,0.7581258664201784,0.8047998713357062,0.8357686671928515,0.07104814784614144,,,0.7596451923746983,0.7268446326188199,0.7735748835021119,0.8201112123946493,0.0828768315352779,
270,0.7878759622833262,0.758131812731905,0.8048048775102649,0.8357717696580113,0.0705986138605435,,,0.7599822262203217,0.7268403975067449,0.7735749954343639,0.8201130961923874,0.08277606935327485,
280,0.7886948805782622,0.7581359329588526,0.8048080952128168,0.835776403900753,0.07016732038674041,,,0.7604429901276863,0.7268457489354083,0.7735780211200737,0.8201179086394386,0.08264110044649742,
290,0.789235008493753,0.7581382216701209,0.8048120747916291,0.8357813655271861,0.06980875727197297,,,0.7604327004617695,0.7268445084429195,0.7735778748282774,0.8201189412012607,0.08248954028830037,
300,0.7900317779585196,0.7581435959525086,0.8048178784222322,0.835785764818724,0.06942452268757618,,,0.7611991958799127,0.7268447413290998,0.7735823319117476,0.8201226415321632,0.08245105252231406,
400,0.7954155248114895,0.7737661572472357,0.804851050904411,0.8358183265945582,0.06617592326242672,,,0.7641128092866503,0.7268544176938775,0.7736010208025613,0.8201454871561071,0.08162606058964299,
500,0.7988520089024247,0.7696196244425774,0.8086320389716735,0.8398052433160443,0.06383516115896394,,,0.7666454981959413,0.7305415409831154,0.7851855448751696,0.8241729764142397,0.08090559698989892,
600,0.8011742945828909,0.7774314594821524,0.8164330497902641,0.8398087495630415,0.06229352645119458,,,0.7687619214986351,0.7305401341407003,0.7851901246226449,0.8241780966670524,0.08038512607585147,
700,0.8026311421720248,0.7738120128089077,0.8204055544990019,0.8512699657527325,0.061289602941272864,,,0.7705816396441566,0.7424616219215177,0.789195477721097,0.820195806958691,0.07989729723817646,
800,0.8035501160364926,0.7738123978048558,0.8204144592277878,0.8512775117750285,0.060692892103542,,,0.7720882906098467,0.7424687446850231,0.7892074156955845,0.8202133550815397,0.07954218215035401,
900,0.8041145632795783,0.7774350638155229,0.8164418191975411,0.8476024604366873,0.06029456996821782,,,0.773321292355427,0.7383537725279037,0.7929990508544027,0.8241886217008679,0.07923485815065733,
1000,0.8043643611382011,0.7774379592061013,0.8164419986788309,0.8476020760457101,0.06012528481483378,,,0.7743781489447228,0.7383567035055891,0.7930029231635889,0.8319793213597507,0.07895798029243797,
